"Mnemonic","OemCode","Manufacturer","ESTA Man Code","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"Oem_claypaky_volero_twins_1","0x2D02","CLAYPAKY","0x4350","VOLERO TWINS","1","1","y","y","www.claypaky.it"
"Oem_claypaky_volero_wave_1","0x2B3A","CLAYPAKY","0x4350 ","VOLERO WAVE","1","1","y","y","https://www.claypaky.it"
"Oem_claypaky_xtylos_1","0x29D5","CLAYPAKY","0x4350 ","XTYLOS","1","1","y","y","https://www.claypaky.it/en/home/"
"Oem_claypaky_xtylos_aqua_1","0x2A68","CLAYPAKY","0x4350 ","XTYLOS AQUA","1","1","y","y","https://www.claypaky.it"
"Oem_colordeve_international_missionbar_1","0x2B2F","Colordeve International","0x00AD ","MissionBAR","4","4","y","y","http://www.colordeve.com"
"Oem_colordeve_international_netnode14_1","0x2A97","Colordeve International","0x00AD ","NETnode14","1","4","y","y","http://www.colordeve.com"
"Oem_colordeve_international_netnode18_1","0x2A98","Colordeve International","0x00AD ","NETnode18","1","8","y","y","http://www.colordeve.com"
"Oem_colordeve_international_netnode22_1","0x2A96","Colordeve International","0x00AD ","NETnode22","2","2","y","y","http://www.colordeve.com"
"Oem_colordreamer_technology_co_limited_cd_titan_r8_1","0x2CD2","Colordreamer Technology Co Limited","0x030A","CD Titan R8","1","8","y","y","www.colordreamer.com"
"Oem_company_235_llc_openlcp_1","0x2BCD","Company 235 LLC","0x0235 ","OpenLCP","32768","32768","n","y","https://company235.com/"
"Oem_constell8_klstr_ctrl_1","0x2CA5","Constell8","0x00C8","KLSTR CTRL","0","0","n","y","www.klstr.tech"
"Oem_control8r_midimonster_1","0x2B93","control8r","","MIDIMonster","32768","32768","n","n","https://midimonster.net/"
"Oem_control_pro_kft_cubeos_1","0x2B2B","Control Pro Kft","","CubeOS","512","16","y","n","www.controlpro.hu"
"Oem_coretronic_corporation_projector_1","0x2A05","Coretronic Corporation","","Projector","1","1","n","n","http:\www.coretronic.com"
"Oem_cpoint_dmxplorer_1","0x2AB3","CPOINT","0x0734 ","DMXplorer","1","1","Y","Y","https://www.cpoint-lighting.com"
"Oem_cpoint_ledogen_1","0x2AB2","CPOINT","0x0734 ","Ledogen","1","1","Y","Y","https://www.cpoint-lighting.com"
"Oem_creative_lighting_edidio_4_pole_1","0x2997","Creative Lighting","0x00A1 ","eDIDIO 4 pole","2","2","y","y","www.ctrlfreak.com.au"
"Oem_creative_lighting_edidio_8_pole_1","0x2996","Creative Lighting","0x00A1 ","eDIDIO 8 pole","4","4","y","y","www.ctrlfreak.com.au"
"Oem_crew_light_vcontroller_1","0x2A02","Crew Light","","VController","1","0","n","n",""
"Oem_cronic_industries_flexnode_s1_1","0x2C12","Cronic Industries","","FlexNode S1","8","8","y","y","https://www.cronicindustries.com/flexnode"
"Oem_cronic_lighting_cronic_node_dmx_1","0x2D98","Cronic Lighting","0x089E","Cronic Node DMX","16","16","y","y","http://cronic.lighting"
"Oem_cronic_lighting_cronic_node_dmx_mini_1","0x2D97","Cronic Lighting","0x089E","Cronic Node DMX Mini","8","8","y","y","http://cronic.lighting"
"Oem_d5_systems_lighting_network_toolset_1","0x2986","D5 systems","","Lighting Network Toolset","0","1","y","y","https://www.d5systems.co.uk"
"Oem_dalcero_engineering_oemdalcerogateway01_1","0x2C8F","DALCERO ENGINEERING","0x4443","OemDalceroGateway01","1","1","y","y","https://dalcero.engineering"
"Oem_dalcero_engineering_oemdalcerogateway04_1","0x2C8E","DALCERO ENGINEERING","0x4443","OemDalceroGateway04","4","4","y","y","https://dalcero.engineering"
"Oem_daniel_large_statis_1","0x28FC","Daniel Large","0x01D8 ","STATIS","1","1","Y","Y","http://www.daniellarge.co.uk"
"Oem_dataled_dataled_net_1","0x2A31","DATALED","","DATALED NET","0","1","y","n",""
"Oem_dbnetsoft_virtualdmxlib_1","0x293E","dbnetsoft","","VirtualDmxLib","1","1","N","N","http://Www.dbnetsoft.com"
"Oem_dclx_ltd_pixel_sabre_1","0x29D9","DCLX Ltd","","Pixel Sabre","1","1","Y","y","www.dclx.co.uk"
"Oem_de_sisti_oemdesisti_1","0x2D7F","De Sisti","0x01CB","OEMDeSisti","1","0","y","y","www.desisti.it"
"Oem_deltacast_triggersmanager_1","0x2CD4","DELTACAST","0x052A","TriggersManager","0","32768","n","n","www.deltacast.com"
"Oem_digipet_win_digipet_1","0x2C1A","Digipet","","Win Digipet","1","1","n","n","https://www.windigipet.de/"
"Oem_digital_projection_digital_projection_projector_1","0x2A4B","Digital Projection","","Digital Projection Projector","1","0","y","n","www.digitalprojection.com"
"Oem_digital_projection_titan_laser_projector_1","0x2975","Digital Projection","","Titan Laser Projector","1","0","y","n","www.digitalprojection.com"
"Oem_dijiabaosheng_projector_1","0x2D96","Dijiabaosheng","0x08DE","Projector","1","0","y","n","https://www.dijiabaosheng.com.cn/"
"Oem_dijiabaosheng_projector_1","0x2DBF","Dijiabaosheng","0x08DE","Projector","1","0","y","n","https://www.dijiabaosheng.com.cn"
"Oem_disguise_disguise_production_toolkit_1","0x29E3","Disguise","","Disguise Production Toolkit","1","1","n","n","https://www.disguise.one"
"Oem_dizzy_d_productions_dan_controller_1","0x2A72","Dizzy D Productions","","DAn Controller","0","2","n","n","http://www.dizzydproductions.nl"
"Oem_djsi_schinstad_northern_star_polaris_v1_5_1","0x290D","DJSI SCHINSTAD","0x01B2 ","Northern Star Polaris v1 5","512","512","y","y","https://www.atit.no"
"Oem_dll_ltd_ac_404_1","0x2ADA","DLL ltd","0x001A ","AC 404","4","4","y","y","http://dllab.com"
"Oem_douglas_heriot_diode_control_1","0x28FE","Douglas Heriot","","Diode Control","1","1","n","n","https://douglasheriot.com/"
"Oem_douglas_heriot_dmx_assistant_1","0x28FD","Douglas Heriot","","DMX Assistant","1","1","n","n","https://douglasheriot.com/dmxassistant/"
"Oem_dp_lumi_dp_lumi_pro_1","0x29F6","DP Lumi","","DP Lumi Pro","1","1","Y","n","https://www.dplumi.com/product/the-dp-lumi-pro-2/"
"Oem_dts_illuminazione_srl_alchemy3_1","0x2A01","DTS Illuminazione srl","","Alchemy3","0","1","y","y","https://dts-lighting.it/"
"Oem_dts_illuminazione_srl_alchemy5_1","0x29FC","DTS Illuminazione srl","","Alchemy5","0","1","y","y","https://dts-lighting.it/"
"Oem_dts_illuminazione_srl_alchemy_7_1","0x2A43","DTS Illuminazione srl","","ALCHEMY 7","0","1","y","y","https://dts-lighting.it/"
"Oem_dts_illuminazione_srl_alchemy_7_f_1","0x2B8C","DTS Illuminazione srl","","ALCHEMY 7 F","1","1","y","y","https://dts-lighting.it/"
"Oem_dts_illuminazione_srl_drivenet_1664_1","0x298E","DTS Illuminazione srl","","DRIVENET 1664","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_drivenet_416_1","0x2990","DTS Illuminazione srl","","DRIVENET 416","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_drivenet_416_power_1","0x298F","DTS Illuminazione srl","","DRIVENET 416 POWER","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_drivenet_832_1","0x2992","DTS Illuminazione srl","","DRIVENET 832","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_drivenet_832_power_1","0x2991","DTS Illuminazione srl","","DRIVENET 832 POWER","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_synergy_5_profile_1","0x2994","DTS Illuminazione srl","","SYNERGY 5 PROFILE","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_synergy_5_spot_1","0x2993","DTS Illuminazione srl","","SYNERGY 5 SPOT","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_synergy_6_profile_1","0x2C6E","DTS Illuminazione srl","0x0710","SYNERGY 6 PROFILE","0","1","y","y","https://dts-lighting.it"
"Oem_dts_illuminazione_srl_synergy_7_profile_1","0x2A42","DTS Illuminazione srl","","SYNERGY 7 PROFILE","0","1","y","y","https://dts-lighting.it/"
"Oem_eaglelight_node16d_1","0x2B09","EagleLight","","Node16D","16","16","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node16s_1","0x2B04","EagleLight","","Node16S","0","16","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node1d_1","0x2B0D","EagleLight","","Node1D","1","1","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node1s_1","0x2B08","EagleLight","","Node1S","0","1","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node2d_1","0x2B0C","EagleLight","","Node2D","2","2","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node2s_1","0x2B07","EagleLight","","Node2S","0","2","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node4d_1","0x2B0B","EagleLight","","Node4D","4","4","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node4s_1","0x2B06","EagleLight","","Node4S","0","4","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node8d_1","0x2B0A","EagleLight","","Node8D","8","8","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node8s_1","0x2B05","EagleLight","","Node8S","0","8","y","n","http://www.eaglelight-top.com"
"Oem_echoic_tech_llc_mach1_led_controller_1","0x29FE","Echoic Tech LLC","","Mach1 LED Controller","32768","32768","n","n","https://echoictech.com/"
"Oem_ecue_bridge8_1","0x2AC3","ecue","0x453A ","Bridge8","0","8","y","n","http://www.ecue.com"
"Oem_ecue_sympholight_1","0x2AC4","ecue","0x453A ","SYMPHOLIGHT","0","0","n","y","http://www.ecue.com"
"Oem_ecue_sympl_bridge_node_1","0x2AC2","ecue","0x453A ","Sympl Bridge Node","0","32","y","m","http://www.ecue.com"
"Oem_edelkrone_lightone_1","0x2BD1","edelkrone","","LightONE","0","1","n","n","https://edelkrone.com"
"Oem_edelmann_electronics_enigma2kxx_1","0x29B3","Edelmann Electronics","0x0939 ","Enigma2Kxx","0","0","n","n","http://www.enigma2kxx.com"
"Oem_elation_lighting_cuepix_panel_1","0x2953","Elation Lighting","0x22A6 ","CUEPIX PANEL","2","2","Y","Y","https://www.elationlighting.com/cuepix-panel"
"Oem_elation_lighting_da2410v_1","0x2CAC","Elation Lighting","0x22A6","DA2410V","1","1","y","y","https://obsidiancontrol.com/da2410v"
"Oem_elation_lighting_en12_1","0x2A21","Elation Lighting","0x22A6 ","EN12","2","12","y","y","https://obsidiancontrol.com/en12"
"Oem_elation_lighting_en12i_1","0x2C93","Elation Lighting","0x22A6","EN12i","1","12","y","y","https://intranet.americandj.com/obsidian/_layouts/15/cdb/items/product.aspx?ID=13627&Source=/obsidian/_layouts/15/cdb/items/products.aspx?kEN"
"Oem_elation_lighting_en4_1","0x2A20","Elation Lighting","0x22A6 ","EN4","2","4","y","y","https://obsidiancontrol.com/en4"
"Oem_elation_lighting_en6_ip_1","0x2C92","Elation Lighting","0x22A6","EN6 IP","6","6","y","y","https://intranet.americandj.com/obsidian/_layouts/15/cdb/items/product.aspx?ID=13649&Source=/obsidian/_layouts/15/cdb/items/products.aspx?kEN"
"Oem_elation_lighting_en6d_1","0x2CAB","Elation Lighting","0x22A6","EN6D","2","6","y","y","https://obsidiancontrol.com/en6d"
"Oem_elation_lighting_ep1_1","0x2C94","Elation Lighting","0x22A6","EP1","1","1","y","y","https://intranet.americandj.com/obsidian/_layouts/15/cdb/items/product.aspx?ID=13628&Source=/obsidian/_layouts/15/cdb/items/products.aspx?kEP"
"Oem_elation_lighting_ep1d_1","0x2CAA","Elation Lighting","0x22A6","EP1D","1","1","y","y","https://obsidiancontrol.com"
"Oem_elation_lighting_ep2_1","0x2B7B","Elation Lighting","0x22A6 ","EP2","2","2","y","y","https://intranet.americandj.com/obsidian/_layouts/15/cdb/items/product.aspx?ID=12729&Source=/obsidian/_layouts/15/cdb/items/products.aspx"
"Oem_elation_lighting_ep4_1","0x2A1F","Elation Lighting","0x22A6 ","EP4","2","4","Y","Y","https://obsidiancontrol.com/ep4"
"Oem_elation_lighting_ez_kling_1","0x293A","Elation Lighting","0x22A6 ","EZ Kling","1","1","y","n","http://www.elationlighting.com/ez-kling"
"Oem_elation_lighting_pixel_driver_1000ip_1","0x2A0F","Elation Lighting","0x22A6 ","Pixel Driver 1000IP","1","1","y","y","hhttps://www.elationlighting.com/pixel-driver-1000ip"
"Oem_elation_lighting_rdm_10_1","0x2A1E","Elation Lighting","0x22A6 ","RDM 10","2","10","y","y","https://obsidiancontrol.com/rdm-10"
"Oem_elation_lighting_rdm_645_1","0x2A1D","Elation Lighting","0x22A6 ","RDM 645","2","6","y","y","https://obsidiancontrol.com/rdm-645"
"Oem_elation_lighting_rdm_6xl_1","0x2A1C","Elation Lighting","0x22A6 ","RDM 6XL","2","6","y","y","https://obsidiancontrol.com/rdm-6xl"
"Oem_elation_lighting_seven_batten_72_1","0x2955","Elation Lighting","0x22A6 ","SEVEN BATTEN 72","2","2","Y","Y","https://www.elationlighting.com/seven-batten-72"
"Oem_elation_lighting_sixbar_1000_1","0x2954","Elation Lighting","0x22A6 ","SIXBAR 1000","2","2","y","y","https://www.elationlighting.com/sixbar-1000"
"Oem_elements_dex_8_1","0x2B4A","elements","","DEX 8","0","8","y","y",""
"Oem_emilio_karas_fixture_visualizer_unreleased_1","0x2C96","Emilio Karas","0xffff","Fixture Visualizer unreleased","8","0","n","n","unreleased"
"Oem_emp_designs_ltd_emp1_1","0x29A2","EMP Designs Ltd","0x00A2","EMP1","0","0","n","n","https://www.empdesigns.co.uk"
"Oem_emporio_on_stage_eosoemcontroller_1","0x2B96","Emporio On Stage","","EosOemController","0","4","y","y","https://www.emporioonstage.it/"
"Oem_eon_lighting_eonport1_1","0x2AF3","Eon lighting","","Eonport1","1","1","Y","Y","Https://"
"Oem_eon_lighting_eonport2_1","0x2AF2","Eon lighting","","Eonport2","1","2","Y","Y","Https://"
"Oem_eon_lighting_eonport4_1","0x2AF1","Eon lighting","","Eonport4","1","4","Y","Y","Https://"
"Oem_eq2_ginormotime_1","0x2D7E","EQ2","","GinormoTime","0","1","n","n","https://www.ginormotime.com/"
"Oem_equipe_shura_sl_1000_1","0x2E3F","equipe shura","","sl 1000","1","1","y","y","equipeshura@gmail.com"
"Oem_equipson_s_a_lsnode1_1","0x29EF","EQUIPSON S A","0x06E6 ","LSNODE1","1","1","y","y","https://www.lightshark.es"
"Oem_equipson_s_a_lsnode2_1","0x29EE","EQUIPSON S A","0x06E6 ","LSNODE2","2","2","y","y","https://www.lightshark.es"
"Oem_equipson_s_a_lsnode4_1","0x29ED","EQUIPSON S A","0x06E6 ","LSNODE4","0","4","y","y","https://www.lightshark.es"
"Oem_equipson_sa_node_1_1","0x2DC7","Equipson SA","","NODE 1","1","1","y","y","https://www.equipson.es/56LSN011"
"Oem_equipson_sa_node_2_1","0x2DC6","Equipson SA","","NODE 2","2","2","y","y","https://www.equipson.es/56LSN012"
"Oem_equipson_sa_node_4_1","0x2DC5","Equipson SA","","NODE 4","4","4","y","y","https://www.equipson.es/56LSN014"
"Oem_equivalent_ethercondmx8_1","0x29E5","Equivalent","0x007A ","EtherConDMX8","8","8","n","y","https://www.equivalent.pro/catalog/control-systems/artgate/ethercon-dmx-8/"
"Oem_equivalent_lsdr_123e_1","0x29E7","Equivalent","0x007A ","LSDR 123E","0","1","y","y","https://www.equivalent.pro/catalog/control-systems/dimmers/lsdr-123eh/"
"Oem_equivalent_lsdr_65e_1","0x29E8","Equivalent","0x007A ","LSDR 65E","0","1","y","y","https://www.equivalent.pro/catalog/control-systems/dimmers/lsdr-65eh/"
"Oem_equivalent_lsdw_2435e_1","0x29E6","Equivalent","0x007A ","LSDW_2435E","0","1","y","y","https://www.equivalent.pro/catalog/control-systems/dimmers/"
"Oem_equivalent_lsethernettodmx_1","0x29E4","Equivalent","0x007A ","LSEthernetToDMX","8","8","n","y","https://www.equivalent.pro/catalog/control-systems/artgate/lsethernettodmx/"
"Oem_equivalent_lssr_123e_1","0x2A58","Equivalent","0x007A ","LSSR 123E","0","1","y","y","https://www.equivalent.pro/catalog/control-systems/svitchery/lssr-123e/"
"Oem_equivalent_lssr_65_1","0x2BA9","equivalent","0x007A ","LSSR 65","1","0","y","y","https://www.equivalent.pro/"
"Oem_er_productions_er_display_v1_1","0x29AB","ER Productions","0x0209 ","ER Display V1","1","0","n","y","http://www.er-productions.com"
"Oem_etc_audiovisuel_onlyview_1","0x292D","ETC Audiovisuel","","OnlyView","0","0","n","n","http://www.etc-onlyview.com/"
"Oem_ether_dream_ether_dream_2_1","0x2AB6","Ether Dream","","Ether Dream 2","1","1","y","y","https://ether-dream.com/"
"Oem_event_imagineering_group_showkontrol_1","0x29C6","Event Imagineering Group","","ShowKontrol","1","1","N","N","http://www.tc-supply.com"
"Oem_event_lighting_pty_ltd_apro2_1","0x2CD8","Event Lighting Pty Ltd","0x0807","APRO2","2","2","y","y","www.eventec.com.au"
"Oem_event_lighting_pty_ltd_apro4_1","0x2CD7","Event Lighting Pty Ltd","0x0807","APRO4","4","4","y","y","www.eventec.com.au"
"Oem_event_lighting_pty_ltd_apro4_ip_1","0x2CD5","Event Lighting Pty Ltd","0x0807","APRO4_IP","4","4","y","y","www.eventec.com.au"
"Oem_event_lighting_pty_ltd_apro8_1","0x2CD6","Event Lighting Pty Ltd","0x0807","APRO8","8","8","y","y","www.eventec.com.au"
"Oem_ex_machina_lonestar_1","0x2BFA","Ex Machina","","lonestar","1","0","n","n","https://exmachina.ca"
"Oem_ex_systems_rgb_floodlight_1","0x29D8","eX Systems","0x03D5 ","RGB Floodlight","3","0","n","y","https://exsystems.net"
"Oem_exacta_ccl_pc_1","0x29D2","Exacta","","CCL PC","1","10","Y","N","http://www.exactasolucoes.com.br"
"Oem_exalux_connect_plus_1","0x2A46","Exalux","","Connect Plus","0","2","y","y","http://exalux.eu/"
"Oem_exalux_tilink_1","0x2CF2","EXALUX","0x0054","TiLINK","256","2","y","y","https://exalux.eu/"
"Oem_expanseelectronics_dualeth_1","0x2BBA","expanseElectronics","0x7D00 ","dualETH","1","2","y","y","https://expanseelectronics.com/"
"Oem_expanseelectronics_solowifi_1","0x2BB9","expanseElectronics","0x7D00 ","soloWiFi","1","1","y","y","https://expanseelectronics.com/"
"Oem_falcon_christmas_fpp_1","0x2B85","Falcon Christmas","","FPP","32768","32768","n","n","https://github.com/FalconChristmas/fpp"
"Oem_fengyi_dlb_1","0x2D50","FengYi","0x0992","DLB","0","1","y","y","https://www.fyilight.com/"
"Oem_feno_gmbh_fe_stile_1312_led_matrix_1","0x2909","feno GmbH","0x0306 ","fe stile 1312 LED Matrix","0","0","n","y","http://www.feno.com"
"Oem_fiberli_node2x_1","0x2A48","Fiberli","","Node2X","0","2","y","n","https://fiberli.com.tr"
"Oem_fiberli_node4x_1","0x2A15","Fiberli","","Node4X","0","4","y","n","https://www.fiberli.com.tr/"
"Oem_fiberli_node8x_1","0x2963","Fiberli","","Node8X","0","8","Y","N","https://www.fiberli.com.tr"
"Oem_fiilex_fiilex_color_1","0x2AA6","Fiilex","","Fiilex Color","0","1","y","y","https://www.fiilex.com/"
"Oem_fixturemapper_fixturemapper_1","0x2BD8","FixtureMapper","","FixtureMapper","4","255","n","n","www.fixturemapper.com"
"Oem_focus_technologies_bv_focus3d_1","0x2A45","Focus Technologies BV","","Focus3D","32768","32768","n","n","https://www.findfocus.nl"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_4u_1","0x2AF7","Foshan city Yanyao lighting Equipment Factory","","X_NODE_4U","4","4","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_8u_1","0x2AF6","Foshan city Yanyao lighting Equipment Factory","","X_NODE_8U","8","8","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_pixel_1","0x2AF9","Foshan city Yanyao lighting Equipment Factory","","X_NODE_PIXEL","1","1","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_pixel_2u_1","0x2AF8","Foshan city Yanyao lighting Equipment Factory","","X_NODE_PIXEL_2U","2","2","Y","Y","www.x-prolight.com"
"Oem_foshan_xinzhijie_optoelectronics_xzj_2ch_lnc_1","0x2DDB","Foshan Xinzhijie Optoelectronics","0x09A7","XZJ 2CH LNC","2","2","y","n","www.xzjgd.com"
"Oem_foshan_xinzhijie_optoelectronics_xzj_2ch_lnc_1","0x2DDC","Foshan Xinzhijie Optoelectronics","0x09A7","XZJ 2CH LNC","2","1","y","n","www.xzjgd.com"
"Oem_foshan_xinzhijie_optoelectronics_xzj_4ch_lnc_1","0x2DDA","Foshan Xinzhijie Optoelectronics","0x09A7","XZJ 4CH LNC","4","4","y","n","www.xzjgd.com"
"Oem_foshan_xinzhijie_optoelectronics_xzj_8ch_lnc_1","0x2DD9","Foshan Xinzhijie Optoelectronics","0x09A7","XZJ 8CH LNC","8","8","y","n","www.xzjgd.com"
"Oem_foshan_xinzhijie_optoelectronics_xzj_led800_1","0x2DD8","Foshan Xinzhijie Optoelectronics","0x09A7","XZJ led800","0","5","y","n","www.xzjgd.com"
"Oem_foshan_yifeng_electric_industrial_co_ltd_solar_impulse_1","0x2A85","Foshan YiFeng Electric Industrial Co ltd","","SOLAR IMPULSE","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_ftsled_cerise_1u_usb_1","0x2CBA","FTSLED","0x0212","Cerise 1U USB","0","1","y","y","https://www.ftsled.fr/"
"Oem_ftsled_cerise_2u_pro_1","0x2CBB","FTSLED","0x0212","Cerise 2U Pro","0","2","y","y","https://www.ftsled.fr/"
"Oem_ftsled_cerise_2u_pro_wired_1","0x2CBC","FTSLED","0x0212","Cerise 2U Pro Wired","0","6","y","y","https://www.ftsled.fr/"
"Oem_ftsled_cerise_4u_pro_1","0x2CBD","FTSLED","0x0212","Cerise 4U Pro","0","4","y","y","https://www.ftsled.fr/"
"Oem_ftsled_cerise_4u_pro_wired_1","0x2CBE","FTSLED","0x0212","Cerise 4U Pro Wired","0","8","y","y","https://www.ftsled.fr/"
"Oem_ftsled_cerise_wired_1u_1","0x2CBF","FTSLED","0x0212","Cerise Wired 1U","1","1","y","y","https://www.ftsled.fr/"
"Oem_fufeng_lighting_en8_1","0x2BF5","Fufeng lighting","0x08F5 ","EN8","8","8","Y","Y","http://www.fufenglight.com/index.aspx?lanmuid=71&sublanmuid=698&id=98"
"Oem_fufeng_ligthing_anp2_pro_1","0x2CE6","Fufeng ligthing","0x08F5","ANP2 PRO","1","2","y","y","http://www.fufenglight.com/"
"Oem_fufeng_ligthing_anp4_pro_1","0x2CE5","Fufeng ligthing","0x08F5","ANP4 PRO","4","4","y","y","http://www.fufenglight.com/"
"Oem_fufeng_ligthing_anp4_pro_ip_1","0x2CE3","Fufeng ligthing","0x08F5","ANP4 PRO IP","4","4","y","y","http://www.fufenglight.com/"
"Oem_fufeng_ligthing_anp8_pro_1","0x2CE4","Fufeng ligthing","0x08F5","ANP8 PRO","8","8","y","y","http://www.fufenglight.com/"
"Oem_german_light_products_gmbh_impression_e350_1","0x2926","German Light Products GmbH","","impression E350","1","0","n","y","http://glp.de"
"Oem_gip_innovation_tools_gmbh_ligeo_sl_wifi_1","0x2951","GIP Innovation Tools GmbH","0x01D2 ","LIGEO SL WiFi","1","0","y","y","www.ligeo.de"
"Oem_glp_german_light_products_gmbh_creos_1","0x2D8F","GLP German Light Products GmbH","0x676C","Creos","0","1","y","y","https://www.glp.de/"
"Oem_glp_german_light_products_gmbh_glp_impression_s500_profile_hc_1","0x2D29","GLP German Light Products GmbH","0x676C","GLP impression S500 Profile HC","0","1","n","y","https://www.glp.de"
"Oem_glp_german_light_products_gmbh_glp_impression_s500_profile_ho_1","0x2D2A","GLP German Light Products GmbH","0x676C","GLP impression S500 Profile HO","0","1","n","y","https://www.glp.de"
"Oem_glp_german_light_products_gmbh_glp_impression_s500_wash_hc_1","0x2D28","GLP German Light Products GmbH","0x676C","GLP impression S500 Wash HC","0","1","n","y","https://www.glp.de"
"Oem_glp_german_light_products_gmbh_highlander_1","0x29B2","GLP German Light Products GmbH","0x676C ","Highlander","1","0","n","y","http://glp.de"
